BMI;Gewicht;KH
29,709;70;153,5
42,072;107,3;159,7
16,168;28,3;132,3
22,205;53,9;155,8
19,773;51;160,6
24,694;62,9;159,6
28,739;67,1;152,8
20,576;51,3;157,9
16,701;31,3;136,9
22,899;56,3;156,8
26,517;70,8;163,4
25,451;64,1;158,7
20,259;53,3;162,2
32,666;85,2;161,5
25,375;68;163,7
24,813;66,9;164,2
26,48;70,7;163,4
29,308;79,5;164,7
27,199;67,3;157,3
21,682;58,6;164,4
30,248;73,8;156,2
27,513;79,7;170,2
23,274;55,7;154,7
20,022;49,1;156,6
36,089;83,6;152,2
20,295;59,9;171,8
21,528;46,964;147,7
25,979;78,565;173,9
24,883;65,706;162,5
21,264;54,981;160,8
38,902;112,823;170,3
26,801;77;169,5
34,991;101,6;170,4
28,023;76,2;164,9
34,466;92,7;164
40,695;106,8;162
24,706;65,4;162,7
22,276;66,9;173,3
23,873;75,3;177,6
47,386;125,9;163
13,123;19,5;121,9
62,853;158,3;158,7
39,905;95,5;154,7
23,741;63;162,9
21,798;40,2;135,8
15,259;21,5;118,7
29,546;82,5;167,1
33,014;87,5;162,8
28,154;78,8;167,3
42,164;101,3;155
17,226;32,9;138,2
41,832;112,1;163,7
20,015;36,1;134,3
35,346;90,6;160,1
31,997;81,4;159,5
28,77;81,2;168
19,01;56,5;172,4
24,635;60,8;157,1
34,713;80,2;152
21,834;57,3;162
45,907;126,5;166
22,745;61,4;164,3
32,194;90;167,2
29,07;77,9;163,7
31,055;81,3;161,8
24,811;57,7;152,5
36,827;103,2;167,4
27,222;76,1;167,2
27,368;73,7;164,1
38,066;87,6;151,7
29,087;90,1;176
26,962;71,9;163,3
17,701;44,694;158,9
21,551;49,4;151,4
45,99;140,2;174,6
37,524;103,4;166
48,582;138,1;168,6
16,352;24,1;121,4
16,304;30,2;136,1
34,306;85,1;157,5
26,198;65,4;158
29,452;93;177,7
46,673;138,4;172,2
38,428;102,6;163,4
36,445;96;162,3
22,799;64,5;168,2
29,186;76,5;161,9
30,938;79,3;160,1
41,086;100,5;156,4
32,882;90,5;165,9
22,003;65,7;172,8
19,557;51,2;161,8
23,324;52,9;150,6
22,454;59;162,1
37,188;99,9;163,9
20,401;51,9;159,5
32,767;86,1;162,1
20,338;60,8;172,9
22,714;69,8;175,3
32,936;88,8;164,2
24,61;72,3;171,4
40,006;123,5;175,7
24,366;64,5;162,7
26,702;65,4;156,5
23,421;63,3;164,4
39,156;115,3;171,6
21,915;62;168,2
28,592;76,9;164
29,425;75,8;160,5
17,02;20;108,4
28,258;80,9;169,2
39,515;102,3;160,9
38,278;95,315;157,8
30,415;76,603;158,7
20,698;48,2;152,6
30,938;79,4;160,2
42,343;112,5;163
33,215;84,5;159,5
31,997;94;171,4
37,27;92,1;157,2
27,866;74,4;163,4
22,842;53,4;152,9
20,042;61,8;175,6
14,332;33,2;152,2
22,71;53,3;153,2
20,963;53,8;160,2
29,083;78,7;164,5
29,331;78,6;163,7
34,212;85,3;157,9
35,175;87,7;157,9
38,103;97,3;159,8
44,572;126,7;168,6
26,713;70,8;162,8
22,502;60,3;163,7
38,597;102,8;163,2
19,01;52,7;166,5
23,452;63;163,9
19,642;57,1;170,5
45,796;129,1;167,9
19,925;47,5;154,4
22,271;61;165,5
24,684;70,5;169
29,655;78,5;162,7
26,678;70,1;162,1
36,426;111,3;174,8
32,741;80,6;156,9
28,652;80,1;167,2
19,018;51,4;164,4
23,759;55,4;152,7
33,289;80,7;155,7
33,822;93,2;166
52,35;140,8;164
30,189;84,9;167,7
52,259;140,9;164,2
33,781;94,1;166,9
42,371;130,8;175,7
34,591;86,9;158,5
23,686;70,4;172,4
53,872;176,1;180,8
61,996;161,5;161,4
23,336;54,2;152,4
34,714;81,9;153,6
31,522;87,7;166,8
58,752;178,9;174,5
58,891;171,8;170,8
29,92;76,5;159,9
26,008;72,1;166,5
38,184;99,1;161,1
18,256;28,8;125,6
26,077;53,4;143,1
33,883;91,8;164,6
27,224;78,4;169,7
30,808;85,1;166,2
30,649;86,4;167,9
30,651;74,4;155,8
27,588;74,2;164
19,179;45,9;154,7
31,861;83,1;161,5
17,93;42,8;154,5
22,529;65,8;170,9
42,858;103,1;155,1
27,176;67,5;157,6
21,375;58,9;166
23,181;68,5;171,9
20,584;49,9;155,7
24,36;63,3;161,2
53,455;159,8;172,9
41,565;103,5;157,8
52,477;162;175,7
43,386;129,7;172,9
23,196;58,2;158,4
18,02;36,9;143,1
32,743;89,9;165,7
28,353;71,5;158,8
29,808;88,8;172,6
24,397;62,3;159,8
29,019;75,5;161,3
24,19;61;158,8
30,892;72,6;153,3
32,812;84;160
30,674;82,4;163,9
36,89;101,9;166,2
19,363;46,4;154,8
29,758;70,3;153,7
18,755;45;154,9
48,95;122,2;158
19,771;48,3;156,3
26,411;65,1;157
22,721;65,2;169,4
25,213;63,5;158,7
22,084;48,7;148,5
14,364;22,3;124,6
44,983;105,3;153
34,064;96,6;168,4
24,308;68,2;167,5
33,235;85,4;160,3
36,588;100,7;165,9
38,06;98,9;161,2
20,506;57,6;167,6
32,884;82,3;158,2
22,295;58,8;162,4
30,229;83,4;166,1
34,329;93,8;165,3
19,948;55,5;166,8
24,109;57,4;154,3
25,116;61,2;156,1
17,964;45,7;159,5
35,175;107,6;174,9
23,387;73,6;177,4
25,104;70,6;167,7
37,263;87,8;153,5
21,393;52,8;157,1
23,483;54,9;152,9
30,978;69,7;150
37,565;98,1;161,6
34,911;92,3;162,6
34,251;90;162,1
25,849;69,1;163,5
22,143;59,7;164,2
37,004;98,8;163,4
23,3;59,5;159,8
23,298;58,9;159
26,753;62,3;152,6
30,764;90,8;171,8
31,36;77,3;157
21,607;49,2;150,9
24,538;55,8;150,8
27,354;71,7;161,9
32,367;87,8;164,7
29,411;84,4;169,4
23,738;68,2;169,5
31,759;92;170,2
30,9;86,9;167,7
27,275;77,9;169
30,291;85,9;168,4
26,172;66,5;159,4
28,732;85,1;172,1
23,689;62,4;162,3
36,212;93,4;160,6
15,511;20,8;115,8
27,849;78,6;168
28,595;65,2;151
18,978;49,5;161,5
21,723;58;163,4
24,011;74,8;176,5
27,077;71,5;162,5
33,224;85,8;160,7
36,898;96;161,3
21,757;51,8;154,3
28,768;87,8;174,7
27,551;74,1;164
32,924;95,6;170,4
28,554;76,8;164
28,684;75;161,7
20,258;56,7;167,3
31,223;87,6;167,5
20,866;55,1;162,5
34,692;92,4;163,2
22,427;60,1;163,7
28,311;74,3;162
26,823;67,3;158,4
24,118;66,7;166,3
51,017;129,3;159,2
37,18;98,3;162,6
18,168;45,7;158,6
28,912;79;165,3
48,934;132,9;164,8
34,381;109,3;178,3
21,532;50,8;153,6
27,324;73,4;163,9
25,738;68,3;162,9
33,113;85,3;160,5
34,051;86,3;159,2
25,242;66,9;162,8
34,749;85;156,4
43,848;124,2;168,3
39,504;82,6;144,6
32,216;77,8;155,4
34,476;92,5;163,8
40,931;114,7;167,4
37,794;101,9;164,2
40,766;105,8;161,1
30,825;80;161,1
31,684;73,3;152,1
28,138;68,3;155,8
32,68;76,6;153,1
29,334;75;159,9
23,63;61,938;161,9
34,144;88,066;160,6
40,203;108,261;164,1
18,363;52,2;168,6
19,106;50,7;162,9
27,241;72,2;162,8
36,635;96,5;162,3
29,283;76;161,1
32,713;79,1;155,5
20,187;48,5;155
24,548;63;160,2
28,452;72,2;159,3
21,037;54,8;161,4
34,173;91,8;163,9
34,35;91,6;163,3
30,52;72,1;153,7
24,253;71;171,1
41,01;95,5;152,6
34,759;101,4;170,8
19,459;51,7;163
20,359;42,1;143,8
30,474;85,6;167,6
38,643;106,1;165,7
32,449;80,8;157,8
36,255;104,9;170,1
25,066;67,5;164,1
45,143;123,2;165,2
38,418;107,4;167,2
23,828;51,7;147,3
26,464;73,1;166,2
35,204;90,8;160,6
30,157;83,3;166,2
18,808;50,4;163,7
17,37;42;155,5
24,822;68,4;166
27,091;59,5;148,2
19,579;50,5;160,6
21,809;54,1;157,5
19,338;46,7;155,4
16,45;40,6;157,1
35,783;97,3;164,9
20,184;58,4;170,1
22,47;45,5;142,3
23,041;55,5;155,2
29,761;83;167
47,248;127,7;164,4
27,988;82,8;172
28,763;72,9;159,2
32,679;77;153,5
29,052;77;162,8
29,556;79,3;163,8
41,819;108,4;161
24,06;67,1;167
21,707;55,5;159,9
42,388;115,4;165
24,667;55,5;150
23,957;58,6;156,4
26,265;69,1;162,2
27,115;74;165,2
19,01;44,5;153
27,37;71,3;161,4
38,021;96;158,9
45,424;127,9;167,8
22,543;68,8;174,7
34,275;93,2;164,9
29,257;70,2;154,9
26,352;69,5;162,4
20,032;60,3;173,5
25,437;65,2;160,1
26,602;72,6;165,2
31,808;97,3;174,9
21,373;56,3;162,3
24,501;69,4;168,3
26,444;65,1;156,9
37,228;106,2;168,9
28,129;69,6;157,3
26,157;68,9;162,3
41,149;110;163,5
31,762;88,9;167,3
26,665;74,9;167,6
31,284;74;153,8
21,46;47,9;149,4
36,607;99,3;164,7
27,98;66,1;153,7
22,884;62;164,6
36,824;98,8;163,8
25,794;72,8;168
27,769;79,5;169,2
28,341;75,3;163
24,773;50,8;143,2
14,466;22,1;123,6
26,611;67,7;159,5
23,301;60,1;160,6
37,784;80,1;145,6
34,175;82;154,9
20,878;49;153,2
22,812;58,4;160
34,5;68,2;140,6
34,526;86,3;158,1
37,278;77,3;144
24,433;58,7;155
33,505;88,8;162,8
21,533;51,4;154,5
32,107;85,2;162,9
39,345;118,3;173,4
25,041;65,8;162,1
28,065;73,2;161,5
22,59;62,7;166,6
23,54;56,7;155,2
35,736;90,8;159,4
32,133;92,1;169,3
44,116;118,8;164,1
31,928;88,3;166,3
36,64;114,4;176,7
31,566;79,1;158,3
20,848;58,7;167,8
34,266;98,1;169,2
23,296;62,2;163,4
29,833;83,2;167
14,154;29,8;145,1
34,601;89,8;161,1
19,195;45,7;154,3
15,511;31,1;141,6
18,878;46;156,1
43,17;130,1;173,6
22,522;49;147,5
34,915;86,5;157,4
21,151;52,4;157,4
36,682;98,9;164,2
27,173;91;183
23,75;63,8;163,9
46,351;119,7;160,7
39,498;129,4;181
17,573;45,1;160,2
38,616;96,4;158
28,637;67,3;153,3
27,623;78,8;168,9
25,126;60,6;155,3
33,757;96,3;168,9
40,773;110,6;164,7
30,633;79,6;161,2
26,212;66,1;158,8
38,969;96,3;157,2
26,011;78,3;173,5
22,602;66,4;171,4
45,177;126,9;167,6
31,286;96,8;175,9
43,397;123,8;168,9
24,532;65,9;163,9
18,22;52,1;169,1
20,833;53,8;160,7
36,477;104,8;169,5
24,03;67,5;167,6
25,497;65,6;160,4
35,531;92,1;161
36,343;111,3;175
28,475;76,4;163,8
39,14;103,1;162,3
27,181;74;165
30,921;72,1;152,7
47,463;116,1;156,4
28,35;75,6;163,3
32,121;80,9;158,7
27,823;65,9;153,9
37,614;102,9;165,4
31,218;69,4;149,1
32,565;95;170,8
17,458;35,5;142,6
18,707;45,7;156,3
22,358;60,5;164,5
42,087;123,5;171,3
28,304;70,3;157,6
24,263;70,7;170,7
29,579;82;166,5
31,486;79,2;158,6
21,03;56,7;164,2
16,889;41,1;156
32,558;92;168,1
27,136;68;158,3
27,345;78,1;169
31,104;101,9;181
31,567;87,3;166,3
26,201;68;161,1
37,985;106,7;167,6
35,771;101,2;168,2
21,252;58;165,2
55,667;143,4;160,5
37,089;98,3;162,8
23,165;59,6;160,4
31,954;87,1;165,1
36,524;95,5;161,7
35,175;92,2;161,9
31,673;89,5;168,1
24,325;70,3;170
44,953;129;169,4
21,812;52,2;154,7
46,397;111,9;155,3
24,313;59,7;156,7
22,825;66,9;171,2
22,707;49;146,9
42,352;103,2;156,1
21,802;61,9;168,5
39,188;118,1;173,6
45,085;134;172,4
37,992;119,7;177,5
27,266;78,8;170
43,937;120,2;165,4
36,012;93;160,7
18,826;39,8;145,4
42,169;108,9;160,7
42,1;120,1;168,9
28,336;79,5;167,5
39,434;89,2;150,4
28,245;61,7;147,8
58,913;145,4;157,1
32,877;79,6;155,6
22,017;46,1;144,7
26,023;74,5;169,2
43,178;115;163,2
30,824;79,8;160,9
31,013;82,6;163,2
24,313;59,7;156,7
40,74;104,555;160,2
34,406;99,2;169,8
27,335;74,6;165,2
35,723;94,1;162,3
52,864;143,4;164,7
41,676;104,7;158,5
47,517;122,1;160,3
37,57;98,6;162
25,349;52,2;143,5
41,177;109;162,7
44,255;119,9;164,6
28,616;72,8;159,5
27,241;86,7;178,4
32,807;93,7;169
37,659;104,4;166,5
40,134;109;164,8
32,18;90,5;167,7
33,675;82,9;156,9
35,056;86,3;156,9
30,872;86,1;167
43,259;106,9;157,2
38,382;97,4;159,3
31,241;77,3;157,3
26,455;69;161,5
22,321;63,3;168,4
27,383;78,3;169,1
25,41;61,6;155,7
22,1;55,1;157,9
34,846;87,1;158,1
18,439;44,7;155,7
32,636;77,3;153,9
33,873;83,6;157,1
31,628;99,2;177,1
42,755;116,4;165
36,664;94,8;160,8
44,022;121,6;166,2
31,901;85,8;164
25,726;67,1;161,5
34,284;82,9;155,5
37,065;100,3;164,5
29,004;76,4;162,3
23,214;59,8;160,5
32,233;88,5;165,7
31,932;86,2;164,3
33,702;100,4;172,6
23,304;66,4;168,8
35,256;96,1;165,1
33,14;91,1;165,8
34,762;81,8;153,4
28,705;75,8;162,5
30,597;80,1;161,8
39,773;117,8;172,1
21,801;54,7;158,4
25,657;63;156,7
28,717;82,7;169,7
30,003;80,4;163,7
34,142;99,6;170,8
32,296;87,5;164,6
33,433;90,8;164,8
40,771;107;162
31,763;80,3;159
29,319;71,9;156,6
33,991;91,2;163,8
21,611;53,2;156,9
38,722;102;162,3
29,363;81,4;166,5
21,937;52,5;154,7
47,615;122,2;160,2
43,474;116,5;163,7
52,588;137,5;161,7
35,892;84,9;153,8
36,995;84,8;151,4
20,247;49,4;156,2
52,449;157,7;173,4
37,814;106,6;167,9
39,763;105;162,5
36,948;115,1;176,5
31,972;91,1;168,8
15,922;40,1;158,7
29,792;81,7;165,6
26,153;70,6;164,3
45,734;118,4;160,9
44,92;110,3;156,7
35,571;86,9;156,3
19,979;57,4;169,5
16,756;42,2;158,7
43,233;113,6;162,1
35,414;93,4;162,4
16,05;30,3;137,4
33,885;88,6;161,7
29,416;79,6;164,5
29,669;88,9;173,1
34,328;82,9;155,4
29,092;92,9;178,7
25,568;65,7;160,3
44,333;115,2;161,2
20,982;57,4;165,4
25,765;64,4;158,1
24,272;66;164,9
33,159;86,7;161,7
50,586;147,4;170,7
39,809;103,445;161,2
39,218;109,9;167,4
33,262;88,7;163,3
26,385;63,8;155,5
28,867;73,9;160
27,644;78,3;168,3
26,672;66,5;157,9
27,696;62,4;150,1
31,493;87,2;166,4
30,301;84;166,5
44,72;113,2;159,1
16,861;31,6;136,9
32,379;87,3;164,2
33,315;87;161,6
19,519;51,1;161,8
36,865;91,1;157,2
32,632;78,6;155,2
25,036;65,3;161,5
23,025;60,8;162,5
37,886;94,1;157,6
34,627;105,2;174,3
45,559;120,6;162,7
43,835;108,6;157,4
37,015;88,7;154,8
26,593;72,4;165
29,252;80,8;166,2
30,48;95,6;177,1
47,591;134,482;168,1
42,466;97,213;151,3
40,9;100,685;156,9
25,299;67,3;163,1
45,664;120,434;162,4
29,377;85,8;170,9
21,887;59,3;164,6
35,65;95,3;163,5
21,738;59,9;166
33,329;76,7;151,7
43,861;119,7;165,2
31,519;81,7;161
31,645;79,6;158,6
33,76;88,6;162
42,636;97,6;151,3
40,818;121,6;172,6
35,06;103;171,4
21,36;44,6;144,5
40,427;111,4;166
34,618;82,1;154
54,237;136,6;158,7
24,345;66,6;165,4
23,082;49;145,7
40,966;111,8;165,2
44,234;115,8;161,8
24,13;67,7;167,5
44,463;132;172,3
38,62;104;164,1
23,472;62,9;163,7
23,476;59,2;158,8
26,451;74,3;167,6
31,273;86,8;166,6
36,883;87,7;154,2
42,132;116,1;166
45,83;114,7;158,2
32,659;85,5;161,8
28,606;72,5;159,2
30,815;74,8;155,8
30,587;90,7;172,2
32,359;89,6;166,4
32,021;90,7;168,3
18,155;42;152,1
34,476;83,9;156
39,667;97,9;157,1
20,853;50,1;155
32,847;82;158
36,022;100,1;166,7
43,96;113,1;160,4
44,134;112,7;159,8
18,13;43,5;154,9
20,152;49,8;157,2
27,552;80;170,4
30,705;78,9;160,3
33,188;85,6;160,6
39,136;109,8;167,5
30,669;79,2;160,7
26,556;71,6;164,2
43,781;124,6;168,7
21,412;64,9;174,1
20,766;43;143,9
26,543;72;164,7
31,328;80,4;160,2
24,294;63,6;161,8
40,33;92,2;151,2
45,17;128,4;168,6
27,932;90,5;180
21,381;45,7;146,2
21,634;67,7;176,9
34,438;89,6;161,3
41,745;117,4;167,7
20,463;49,1;154,9
34,653;94;164,7
21,824;59,2;164,7
35,884;92,9;160,9
41,069;114,4;166,9
28,34;74,1;161,7
32,887;89,1;164,6
31,78;83,3;161,9
43,511;110;159
30,228;72,904;155,3
24,19;68,6;168,4
21,842;61,5;167,8
30,882;76,9;157,8
26,042;80,3;175,6
25,394;72,7;169,2
36,057;114,5;178,2
36,231;105,2;170,4
23,815;61,5;160,7
38,469;111,7;170,4
17,539;46,6;163
32,012;86,1;164
30,485;76,2;158,1
32,678;90,7;166,6
21,46;58;164,4
44,466;127;169
19,289;39,5;143,1
43,795;110,3;158,7
22,299;64,9;170,6
40,892;96,1;153,3
31,09;78,5;158,9
29,697;73,2;157
22,104;55,6;158,6
40,906;113,4;166,5
44,12;110,7;158,4
31,495;84,4;163,7
28,681;77,8;164,7
26,311;65,6;157,9
14,005;33;153,5
20,33;59,1;170,5
16,822;37,9;150,1
34,454;95,4;166,4
30,347;77,3;159,6
50,887;131,905;161
16,974;38,6;150,8
18,281;46,8;160
49,397;135,3;165,5
40,064;110,4;166
35,574;90,5;159,5
28,18;80,2;168,7
39,339;107,1;165
33,397;100,3;173,3
27,87;79,6;169
28,09;75;163,4
23,977;58,8;156,6
24,704;71,9;170,6
36,526;98;163,8
26,189;78,2;172,8
20,976;52,1;157,6
20,34;48,3;154,1
47,977;130,3;164,8
20,805;46,5;149,5
26,364;68;160,6
23,383;55,6;154,2
33,049;91,4;166,3
20,741;50,8;156,5
24,087;61,2;159,4
35,125;86,8;157,2
24,416;59,8;156,5
54,168;124;151,3
22,53;56,6;158,5
34,88;96;165,9
28,532;73,5;160,5
18,294;42,6;152,6
25,963;57,1;148,3
24,773;58,6;153,8
22,032;60,2;165,3
23,057;65;167,9
20,776;51,8;157,9
21,58;49,4;151,3
50,304;153;174,4
32,808;75,6;151,8
20,961;51,6;156,9
24,453;61,2;158,2
25,752;69,6;164,4
21,867;49,2;150
33,823;68,2;142
27,75;84,5;174,5
64,849;152,6;153,4
39,388;108,8;166,2
32,925;90,4;165,7
36,973;99,2;163,8
20,607;50,6;156,7
26,308;54,4;143,8
25,556;59,2;152,2
19,888;42,8;146,7
21,772;46,6;146,3
33,625;78,2;152,5
26,225;65,8;158,4
21,013;46,4;148,6
31,683;77,4;156,3
34,636;89;160,3
19,744;54,8;166,6
31,342;57,8;135,8
19,647;52,2;163
19,002;22;107,6
36,805;84,7;151,7
30,069;72,8;155,6
19,947;47;153,5
17,873;48,6;164,9
25,242;60,8;155,2
28,756;70,7;156,8
24,97;52,5;145
16,362;20,196;111,1
17,934;35,1;139,9
21,814;58,6;163,9
20,389;50,9;158
23,281;54;152,3
18,214;40,6;149,3
16,752;25,8;124,1
26,652;68,4;160,2
28,424;70,6;157,6
34,371;95,4;166,6
14,158;22,8;126,9
29,099;72;157,3
38,567;90,4;153,1
39,776;96,8;156
18,756;39;144,2
28,476;61,2;146,6
25,221;57,278;150,7
14,99;27,4;135,2
20,354;42,5;144,5
24,824;62,6;158,8
17,421;47,2;164,6
28,798;62,4;147,2
19,063;39,2;143,4
31,83;72;150,4
22,94;54,9;154,7
35,638;76,8;146,8
25,392;56,6;149,3
15,126;39,6;161,8
38,767;84;147,2
33,981;84,4;157,6
23,664;59,6;158,7
23,634;52,4;148,9
16,781;33,6;141,5
44,187;117,4;163
38,954;107,6;166,2
41,261;105,1;159,6
38,519;106,4;166,2
30,413;83,1;165,3
21,292;30;118,7
22,575;60,2;163,3
31,797;81,4;160
30,016;72,3;155,2
19,018;48,2;159,2
23,926;58,6;156,5
16,338;27,4;129,5
23,704;59,4;158,3
24,583;50,2;142,9
17,94;37,2;144
25,625;62,6;156,3
16,96;36,4;146,5
35,464;95,5;164,1
29,425;71,7;156,1
21,813;41,6;138,1
18,599;44,8;155,2
15,827;35,8;150,4
28,999;80,2;166,3
20,365;52,2;160,1
19,899;48,8;156,6
30,961;74;154,6
26,985;66,6;157,1
17,145;42,8;158
25,795;52,6;142,8
21,795;69,6;178,7
23,148;60,6;161,8
46,152;95,7;144
24,278;79,8;181,3
30,522;83,6;165,5
22,841;55,8;156,3
19,56;50,2;160,2
27,016;77,8;169,7
23,139;60,8;162,1
17,383;33,2;138,2
17,927;39,8;149
23,242;66,853;169,6
26,942;68,972;160
22,062;57,4;161,3
19,061;37,2;139,7
24,865;57,6;152,2
23,116;48;144,1
25,661;65,2;159,4
17,504;34,8;141
14,542;24,5;129,8
16,205;30,951;138,2
17,624;45,4;160,5
19,919;49,6;157,8
26,342;57;147,1
18,401;45,3;156,9
20,93;51;156,1
21,195;50,2;153,9
21,143;68,2;179,6
23,05;65,6;168,7
19,412;49,2;159,2
17,881;48,8;165,2
16,869;34,4;142,8
27,628;64;152,2
30,554;79,2;161
14,291;20;118,3
15,6;25,4;127,6
21,195;38,4;134,6
20,925;52,236;158
29,213;63,73;147,7
54,083;160;172
22,143;58,4;162,4
15,216;25,4;129,2
38,904;111,376;169,2
17,392;46,72;163,9
53,599;168,3;177,2
60,39;177;171,2
57,131;158;166,3
47,878;148,477;176,1
22,471;62,369;166,6
57,357;149,6;161,5
21,738;46,4;146,1
22,58;53,9;154,5
61,753;173,256;167,5
58,578;173,7;172,2
23,842;60,2;158,9
34,495;77,2;149,6
19,327;55,2;169
24,844;57,4;152
19,103;45,6;154,5
66,306;187,366;168,1
55,348;166,417;173,4
20,653;54,269;162,1
56,582;164,1;170,3
22,697;47;143,9
14,812;20,8;118,5
17,689;33,2;137
22,189;54;156
17,783;43;155,5
14,559;21;120,1
15,269;30,4;141,1
18,333;26,4;120
36,775;74,991;142,8
27,09;67,2;157,5
31,749;82,4;161,1
30,367;79,4;161,7
30,678;73,8;155,1
26,438;75,6;169,1
23,781;67,2;168,1
19,823;49,8;158,5
15,09;30;141
16,357;24,706;122,9
19,752;48,254;156,3
27,076;71,673;162,7
29,406;61,485;144,6
32,881;77,173;153,2
40,367;100,391;157,7
33,418;73,694;148,5
21,588;56,098;161,2
19,557;30,705;125,3
15,457;28,338;135,4
54,938;157,839;169,5
19,083;28,356;121,9
56,652;180,102;178,3
28,972;68,8;154,1
32,168;80;157,7
19,227;42;147,8
21,53;50,4;153
68,526;182,962;163,4
17,547;29,2;129
19,029;54,8;169,7
19,108;25,8;116,2
18,45;24,4;115
16,216;21;113,8
16,265;18;105,2
37,91;83,6;148,5
26,861;81,7;174,4
27,41;64,5;153,4
18,129;25,2;117,9
36,43;107,9;172,1
16,905;35,2;144,3
19,403;39,4;142,5
17,262;37,2;146,8
42,295;120,8;169
14,328;23;126,7
21,662;32,4;122,3
19,805;44,8;150,4
36,712;89,8;156,4
19,303;53;165,7
17,693;28;125,8
23,719;60,568;159,8
35,968;93;160,8
21,722;57,5;162,7
19,577;47,948;156,5
22,959;61;163
22,565;61,957;165,7
26,963;66,8;157,4
18,132;47;161
27,877;72,8;161,6
17,918;42;153,1
25,062;57,6;151,6
24,999;64,8;161
50,3;134,3;163,4
19,144;50,8;162,9
18,879;52,4;166,6
32,652;90,3;166,3
16,851;20,8;111,1
27,605;64,2;152,5
28,531;79;166,4
24,169;65,8;165
21;62,2;172,1
19,572;52;163
16,573;25,4;123,8
20,308;47,6;153,1
19,169;48,4;158,9
22,932;64,8;168,1
22,67;53;152,9
20,85;46,6;149,5
26,77;61,2;151,2
34,443;77,6;150,1
27,571;76,068;166,1
18,731;45,994;156,7
17,729;42,485;154,8
30,409;73,151;155,1
37,424;107,013;169,1
31,673;75,8;154,7
23,041;64,8;167,7
22,172;55;157,5
30,931;91,4;171,9
19,411;58,5;173,6
19,29;57,6;172,8
21,315;62,4;171,1
24,599;64;161,3
22,287;53,2;154,5
17,303;39,4;150,9
32,376;79,6;156,8
35,384;96,8;165,4
29,618;86;170,4
17,565;42,2;155
43,324;113;161,5
36,746;90;156,5
29,255;77,442;162,7
23,56;63,6;164,3
23,535;60,4;160,2
23,516;59,6;159,2
21,71;65,2;173,3
35,135;87,6;157,9
30,071;79,7;162,8
27,072;81,4;173,4
24,023;67,4;167,5
30,666;78,8;160,3
22,051;53,8;156,2
18,726;51,6;166
26,351;63,8;155,6
24,404;66,6;165,2
21,432;59,2;166,2
19,303;51,6;163,5
19,815;50,6;159,8
22,938;54,4;154
35,536;88,6;157,9
25,187;77,4;175,3
25,11;55;148
22,423;55,2;156,9
22,857;56,7;157,5
42,395;111,4;162,1
14,778;28,8;139,6
18,432;32,8;133,4
28,1;62,3;148,9
26,103;74,2;168,6
21,53;53,815;158,1
35,115;83,387;154,1
27,485;76,285;166,6
20,703;56,432;165,1
20,326;47,518;152,9
17,346;41,137;154
19,379;47,1;155,9
18,687;50,2;163,9
52,596;132,8;158,9
27,857;76,3;165,5
36,139;92,4;159,9
42,463;104,8;157,1
40,763;105,4;160,8
25,161;65,3;161,1
29,109;66,9;151,6
25,224;55,7;148,6
21,204;52,4;157,2
40,267;92,3;151,4
23,736;69;170,5
29,843;78,9;162,6
33,907;98,8;170,7
19,2;51,2;163,3
30,491;78,742;160,7
25,969;70,614;164,9
29,136;84,6;170,4
34,365;81,5;154
28,92;70,2;155,8
18,484;50,2;164,8
30,948;68,8;149,1
20,733;58,1;167,4
37,274;87,712;153,4
19,88;51,915;161,6
22,065;55,293;158,3
23,87;65,696;165,9
33,184;85,697;160,7
17,43;39,585;150,7
47,108;111,432;153,8
21,782;46,114;145,5
42,494;117,803;166,5
25,905;64,504;157,8
34,781;103,854;172,8
29,793;82,197;166,1
18,212;42,689;153,1
21,547;56,199;161,5
44,177;117,375;163
31,685;80,912;159,8
21,042;51,8;156,9
27,736;72,7;161,9
19,509;52,6;164,2
22,397;55,7;157,7
20,415;49,3;155,4
19,164;53;166,3
23,336;56,5;155,6
21,134;51,3;155,8
19,981;51,6;160,7
18,124;47,8;162,4
31,314;86,6;166,3
38,868;92,3;154,1
21,441;57,456;163,7
21,647;56,6;161,7
37,735;99,4;162,3
24,149;61,9;160,1
20,067;54,5;164,8
26,644;79,1;172,3
25,632;61,9;155,4
29,484;68,3;152,2
19,279;42;147,6
30,609;94,6;175,8
17,57;50,3;169,2
38,785;96,7;157,9
23,916;58,5;156,4
27,91;61,3;148,2
20,879;51,4;156,9
35,798;96,4;164,1
25,632;65,7;160,1
37,852;111,2;171,4
35,569;95,2;163,6
17,155;47,5;166,4
29,675;73,8;157,7
22,471;63,8;168,5
19,751;52,8;163,5
19,199;54,9;169,1
34,808;92,367;162,9
17,572;50,484;169,5
25,205;67,542;163,7
32,616;91,4;167,4
25,437;68;163,5
22,227;57,4;160,7
21,593;49,3;151,1
20,992;55,5;162,6
19,324;49,1;159,4
28,214;61,8;148
17,75;45,1;159,4
34,2;78,6;151,6
19,402;57,2;171,7
20,167;50,6;158,4
54,938;140,114;159,7
32,676;73,13;149,6
30,072;84,775;167,9
32,471;96,623;172,5
16,105;31,656;140,2
23,034;63,244;165,7
17,417;38,824;149,3
18,869;48,366;160,1
20,467;50;156,3
26,608;69,4;161,5
26,99;61,377;150,8
24,355;63,287;161,2
49,71;139,8;167,7
23,35;60;160,3
